material_id,formula,utility_tier,predicted_latent_bandgap_eV,stage1_score,energy_above_hull,is_dark_matter
mp-4334,Sm(CoGe)2,Tier 2 (Exotic),0.20001741,0.20001740753650665,0.0,True
mp-14696,La2B4Rh5,Tier 2 (Exotic),0.19999316,0.19999316334724426,0.0,True
mp-1076927,GdPb3,Tier 2 (Exotic),0.19994164,0.19994163513183594,0.0,True
mp-976261,NaCa2In,Tier 1 (Standard),0.2210667,0.19993397305926208,0.031864780362068,True
mp-19761,LaGe2,Tier 2 (Exotic),0.2035358,0.19993198100824003,0.005902015416669,True
mp-1209216,Sm2(Ga3Ru)3,Tier 2 (Exotic),0.20171006,0.19992610145498918,0.002948057857132,True
mp-1078005,K(Cu2Sb)2,Tier 1 (Standard),0.20404388,0.19992409075200354,0.006730234285708,True
mp-642238,Y6AgTe2,Tier 1 (Standard),0.19990352,0.19990351796150208,0.0,True
mp-867216,TaFeRu2,Tier 3 (Refractory),0.19987774,0.19987773895263672,0.0,True
mp-1212410,LaInNi5,Tier 2 (Exotic),0.19986857,0.1998685747385025,0.0,True
mp-1025167,Hf(VGa2)2,Tier 1 (Standard),0.19981778,0.19981777667999268,0.0,True
mp-638051,LuNiGe2,Tier 2 (Exotic),0.19979681,0.19979681074619293,0.0,True
mp-758751,Li5(NiO2)8,Tier 1 (Standard),0.22279598,0.19976615936667347,0.034455766824712,True
mp-30703,Hf11Ga10,Tier 1 (Standard),0.19970134,0.19970133900642395,0.0,True
mp-8125,LuCuSi,Tier 2 (Exotic),0.19969216,0.19969215989112854,0.0,True
mp-1220786,Nb12TlTe16,Tier 3 (Refractory),0.19968815,0.1996881514787674,0.0,True
mp-30326,Ti5FeSb2,Tier 1 (Standard),0.21400753,0.19963671911915062,0.022383648124999,True
mp-976412,Li3Zn,Tier 1 (Standard),0.21768706,0.19962724619046912,0.027654085416666,True
mp-623134,ZrInCu2,Tier 1 (Standard),0.1996083,0.19960829615592957,0.0,True
mp-862882,CaPmAu2,Tier 2 (Exotic),0.19958706,0.19958706200122833,0.0,True
mp-1238850,TiCrAgS4,Tier 1 (Standard),0.20252134,0.19956364195995488,0.004868124206344,True
mp-5181,LuSnPd2,Tier 2 (Exotic),0.19955237,0.19955237209796906,0.0,True
mp-10312,HfVGe,Tier 1 (Standard),0.20605245,0.19953094063203478,0.010549921666667,True
mp-1216927,TiCrSi4,Tier 1 (Standard),0.23245241,0.1995204913652243,0.047223883333332,True
mp-1077777,Pr2Bi,Tier 2 (Exotic),0.19951867,0.19951866567134857,0.0,True
mp-12049,Nd2Sb,Tier 2 (Exotic),0.1995136,0.19951359927654266,0.0,True
mp-1104155,Y3Ga8Ag3,Tier 1 (Standard),0.20820786,0.19949840896110402,0.013943520357147,True
mp-1212894,DySbRh,Tier 2 (Exotic),0.19948496,0.1994849592447281,0.0,True
mp-1203572,Er11Ge10,Tier 2 (Exotic),0.20536695,0.19947439348913296,0.009564279285712,True
mp-30845,SmPt3,Tier 2 (Exotic),0.19947031,0.19947031140327454,0.0,True
mp-30769,Li13Sn5,Tier 1 (Standard),0.20149337,0.19946984052092612,0.003347549444444,True
mp-530,Nd4Sb3,Tier 2 (Exotic),0.20834622,0.19946693014213104,0.014205981785714,True
mp-1460,RbGa7,Tier 1 (Standard),0.19940227,0.19940227270126343,0.0,True
mp-1176452,MnCd4O5,Tier 1 (Standard),0.21464643,0.19937700239455922,0.023712525,True
mp-1223476,KTl4(CoSe)10,Tier 1 (Standard),0.23280011,0.19935897854425605,0.047882469444998,True
mp-1070321,NdSi3Rh,Tier 2 (Exotic),0.1993575,0.19935749471187592,0.0,True
mp-1095449,HfGeMo,Tier 3 (Refractory),0.19933687,0.19933687150478363,0.0,True
mp-865031,Mg2ZnB2Ir5,Tier 1 (Standard),0.19928974,0.1992897391319275,0.0,True
mp-21882,Ce(FeGe)2,Tier 2 (Exotic),0.19926773,0.19926773011684418,0.0,True
mp-567807,TmZrSb,Tier 2 (Exotic),0.19919795,0.1991979479789734,0.0,True
mp-1190267,Hf3As2,Tier 1 (Standard),0.1991805,0.1991804987192154,0.0,True
mp-1078483,Ca2GePt2,Tier 1 (Standard),0.19916545,0.1991654485464096,0.0,True
mp-16718,Al6Tc,Tier 1 (Standard),0.2091888,0.1991299456706906,0.016028356785712,True
mp-568335,Cs2Hg27,Tier 1 (Standard),0.19906814,0.19906814396381378,0.0,True
mp-20789,SmInRh,Tier 2 (Exotic),0.19905774,0.19905774295330048,0.0,True
mp-1078804,ThInNi,Tier 4 (Extreme),0.19903475,0.19903475046157837,0.0,True
mp-1187661,YbMg3,Tier 2 (Exotic),0.20169163,0.19903076154428123,0.00439758125,True
mp-647589,La6Ge11,Tier 2 (Exotic),0.19954534,0.19901227855534329,0.000890457941174,True
mp-1095431,YbGaNi,Tier 2 (Exotic),0.19900446,0.19900445640087128,0.0,True
mp-1222705,Lu5Sc5(Si5Ir2)4,Tier 2 (Exotic),0.21063074,0.19899495954107618,0.018414192368418,True
mp-30721,Hg5Pd2,Tier 1 (Standard),0.22585805,0.1989731879267826,0.039678107499995,True
mp-1226456,Cr2Se3,Tier 1 (Standard),0.21153425,0.19895489871009261,0.019822397999999,True
mp-4139,Nb4GaS8,Tier 3 (Refractory),0.221132,0.19893342969513383,0.033462013782056,True
mp-569866,Cs6K7,Tier 1 (Standard),0.20314355,0.1988864458832356,0.006985382211539,True
mp-768354,Li4Mn5Co3O16,Tier 1 (Standard),0.22618355,0.1988777492249648,0.040241357837309,True
mp-20400,Ce(GePt)2,Tier 2 (Exotic),0.19885376,0.1988537609577179,0.0,True
mp-1473,Fe7W6,Tier 3 (Refractory),0.20044291,0.198840647993594,0.002664536249996,True
mp-1212386,Ho3(P3Pd10)2,Tier 2 (Exotic),0.19881104,0.19881103932857513,0.0,True
mp-1225315,Dy2AlCo3,Tier 2 (Exotic),0.23066038,0.1987820193120552,0.046068249444441,True
mp-975359,Rb(FeAs)2,Tier 1 (Standard),0.19878097,0.19878096878528595,0.0,True
mp-1188982,Tm2Si4Mo3,Tier 3 (Refractory),0.19877449,0.19877448678016663,0.0,True
mp-504775,La6P17Pd6,Tier 2 (Exotic),0.19875902,0.1987590193748474,0.0,True
mp-1226726,CdAg,Tier 1 (Standard),0.21115834,0.19868840189475495,0.019684965000003,True
mp-754515,BaMgGe,Tier 1 (Standard),0.19856936,0.19856935739517212,0.0,True
mp-977440,LiTiPt2,Tier 1 (Standard),0.19855662,0.19855661690235138,0.0,True
mp-1079089,Dy(SiIr)2,Tier 2 (Exotic),0.21705903,0.19848475217996794,0.028524158999995,True
mp-13964,HfGeTe,Tier 1 (Standard),0.1984784,0.19847840070724487,0.0,True
mp-1078832,ZrGaNi,Tier 1 (Standard),0.19847365,0.19847364723682404,0.0,True
mp-1048321,Ba2YMn3O7,Tier 1 (Standard),0.22849242,0.19846423387438694,0.043806251875007,True
mp-11489,Li3Pd,Tier 1 (Standard),0.20300639,0.19843063211593917,0.007513318035715,True
mp-1039273,CaMg5,Tier 1 (Standard),0.23105383,0.1984176150295198,0.0470831325,True
mp-1095465,YGeRh,Tier 1 (Standard),0.19841574,0.19841574132442474,0.0,True
mp-571264,Ca5Au4,Tier 1 (Standard),0.19835533,0.19835533201694489,0.0,True
mp-602328,Ce(InPt)2,Tier 2 (Exotic),0.199732,0.1983408609123001,0.002321685466664,True
mp-684798,Ag2Te,Tier 1 (Standard),0.22238721,0.19832681765347612,0.036063812500003,True
mp-1207404,Zr5CoSb3,Tier 1 (Standard),0.1983025,0.1983025074005127,0.0,True
mp-2758269,Al(VS2)4,Tier 1 (Standard),0.19985043,0.19828557508055508,0.002610035384615,True
mp-1103265,Y3(CuGe)4,Tier 1 (Standard),0.19825923,0.19825923442840576,0.0,True
mp-31027,Sc3(ReSi2)2,Tier 3 (Refractory),0.19824287,0.19824287295341492,0.0,True
mp-1544909,P3Pd7,Tier 1 (Standard),0.20172153,0.19821449584829828,0.005795180799996,True
mp-1208491,Tb3(SbPd2)4,Tier 2 (Exotic),0.20148285,0.19819295205496382,0.005442804555556,True
mp-1087538,Sm(SiIr)2,Tier 2 (Exotic),0.21264884,0.1981922428026954,0.022661140999996,True
mp-1229286,Ba51(Pd12O5)2,Tier 1 (Standard),0.2163202,0.19816854725261554,0.027970348823529,True
mp-1224696,In(CoSb3)16,Tier 1 (Standard),0.20395796,0.1981645210159007,0.009468354807697,True
mp-1070761,Ni(BW)2,Tier 3 (Refractory),0.19813499,0.19813498854637146,0.0,True
mp-1080448,AlPt3,Tier 1 (Standard),0.19949707,0.19805180998053443,0.002414845625004,True
mp-1078626,TbSnPt2,Tier 2 (Exotic),0.19801703,0.19801703095436096,0.0,True
mp-997051,PdAuO2,Tier 1 (Standard),0.20606841,0.19801451996673428,0.013027860416667,True
mp-1184106,Er2AlCd,Tier 2 (Exotic),0.20919129,0.19795655557400424,0.017901855625,True
mp-1185358,LiMgCd2,Tier 1 (Standard),0.20031036,0.19789409605739988,0.004020874166664,True
mp-7564,Nb3Te4,Tier 3 (Refractory),0.19789036,0.19789035618305206,0.0,True
mp-21853,SmIn2Ir,Tier 2 (Exotic),0.19788428,0.19788427650928497,0.0,True
mp-1209854,Nd2Sn5,Tier 2 (Exotic),0.2179587,0.1978684918387039,0.030724798571426,True
mp-10636,SrSb2,Tier 1 (Standard),0.19786304,0.19786304235458374,0.0,True
mp-531842,Mn7V5O16,Tier 1 (Standard),0.21792985,0.19784807604724358,0.03071596736607,True
mp-1206668,DyNiAs,Tier 2 (Exotic),0.20388189,0.19782341894244623,0.009905196666666,True
mp-1070925,LaPRh,Tier 2 (Exotic),0.19780329,0.1978032886981964,0.0,True
mp-1753,ThAs,Tier 4 (Extreme),0.19776088,0.19776087999343872,0.0,True
mp-633,LaSn3,Tier 2 (Exotic),0.19774963,0.19774962961673737,0.0,True
mp-571071,HoSi2Rh3,Tier 2 (Exotic),0.19774261,0.19774261116981506,0.0,True
mp-754474,USiS,Tier 4 (Extreme),0.22229601,0.19773166665902384,0.036834290277774,True
mp-971868,TmMgAg2,Tier 2 (Exotic),0.19772398,0.19772398471832275,0.0,True
mp-1079790,TbSnPt,Tier 2 (Exotic),0.1977232,0.19772319495677948,0.0,True
mp-1209049,Sm3Ni3Bi4,Tier 2 (Exotic),0.21315624,0.19769345911294942,0.024180665499997,True
mp-30425,BaBe13,Tier 1 (Standard),0.22337958,0.1976728573732957,0.038360302142857,True
mp-1102236,TmFe2,Tier 2 (Exotic),0.21340604,0.19765891778318997,0.0245964975,True
mp-768477,LiMn2(PO4)2,Tier 1 (Standard),0.21624398,0.19764653353907935,0.028667385448732,True
mp-555639,Sm3OsO7,Tier 2 (Exotic),0.19806403,0.19762103335712966,0.000745543181816,True
mp-1813,Ba2Mg17,Tier 1 (Standard),0.19755878,0.19755877554416656,0.0,True
mp-9521,Th7Te12,Tier 4 (Extreme),0.19747403,0.19747403264045715,0.0,True
mp-757448,Co11CuO16,Tier 1 (Standard),0.21837299,0.1974572789391649,0.031926578452378,True
mp-861885,LiDyAu2,Tier 2 (Exotic),0.19849879,0.19745418762207467,0.001754163333333,True
mp-1213129,Dy2Si3Rh,Tier 2 (Exotic),0.2013071,0.19743679658004806,0.006408627083332,True
mp-1438,ZrIr3,Tier 1 (Standard),0.1974228,0.1974228024482727,0.0,True
mp-31463,Tb5Bi3,Tier 2 (Exotic),0.19930106,0.19741971976744832,0.003146569999998,True
mp-1220466,Nb4Fe(CS2)2,Tier 3 (Refractory),0.21834409,0.19741359437710596,0.031953384166666,True
mp-1227940,BaGaSi,Tier 1 (Standard),0.19738391,0.19738391041755676,0.0,True
mp-560238,K2CuF4,Tier 1 (Standard),0.19974,0.1973560772593734,0.003978364285714,True
mp-1078533,Th(AlAu)2,Tier 4 (Extreme),0.19734582,0.1973458230495453,0.0,True
mp-1080710,Ho2InAu2,Tier 2 (Exotic),0.1973085,0.1973084956407547,0.0,True
mp-9556,SrZnSi,Tier 1 (Standard),0.19730541,0.19730541110038757,0.0,True
mp-12612,Ba3Ag2,Tier 1 (Standard),0.19730024,0.1973002403974533,0.0,True
mp-972352,YbMg,Tier 2 (Exotic),0.19720861,0.19720861315727234,0.0,True
mp-1221635,MnFe4,Tier 1 (Standard),0.22074078,0.19719802611263218,0.035551132413793,True
mp-7186,NdAl3Ni2,Tier 2 (Exotic),0.19719037,0.19719037413597107,0.0,True
mp-1365,Ti6Ge5,Tier 1 (Standard),0.2071028,0.19718732651456958,0.015959028727269,True
mp-21780,SmSi3Rh5,Tier 2 (Exotic),0.20808911,0.19718074026411767,0.017473880623782,True
mp-11248,LiAu3,Tier 1 (Standard),0.19716276,0.19716276228427887,0.0,True
mp-973465,Ho3In,Tier 2 (Exotic),0.20686714,0.1971527630416085,0.015653171249999,True
mp-2316,TmZn,Tier 2 (Exotic),0.1971437,0.19714370369911194,0.0,True
mp-2045,Tb4Sb3,Tier 2 (Exotic),0.22035116,0.1971429950885228,0.035107847142857,True
mp-1197897,Gd3Ge13Ir4,Tier 2 (Exotic),0.19714285,0.1971428543329239,0.0,True
mp-1239253,NbCr3(AgS4)2,Tier 3 (Refractory),0.21433802,0.19714240072838693,0.026742212763981,True
mp-1189037,Ce2Co3Si5,Tier 2 (Exotic),0.19710928,0.19710928201675415,0.0,True
mp-1213480,Er6Ni20As13,Tier 2 (Exotic),0.19707753,0.19707752764225006,0.0,True
mp-505764,Nb9Co4Ge,Tier 3 (Refractory),0.2101261,0.19707229089958722,0.020707900238095,True
mp-1080469,HfCuGe2,Tier 1 (Standard),0.1970521,0.19705210626125336,0.0,True
mp-11791,CeCuSe2,Tier 2 (Exotic),0.20312823,0.1970343897827759,0.0099999946875,True
mp-23119,Cu5Se2(ClO4)2,Tier 1 (Standard),0.20177394,0.19700469400397527,0.007878862647058,True
mp-1202934,Ag3SbO4,Tier 1 (Standard),0.21295883,0.19695726907943636,0.025046404062499,True
mp-13405,Lu(MnGe)2,Tier 2 (Exotic),0.19695093,0.19695092737674713,0.0,True
mp-3179,Tb3(CuSi)4,Tier 2 (Exotic),0.20389427,0.19695083057183924,0.011351376363634,True
mp-568501,SrCdBi2,Tier 1 (Standard),0.19694474,0.19694474339485168,0.0,True
mp-1215917,Zr4NiMo,Tier 3 (Refractory),0.20294932,0.1969055370858989,0.009926580625,True
mp-1208649,SmGeIr,Tier 2 (Exotic),0.19690466,0.19690465927124023,0.0,True
mp-977572,Hf2MnRh,Tier 1 (Standard),0.19688922,0.1968892216682434,0.0,True
mp-1184823,HoInPt2,Tier 2 (Exotic),0.2068066,0.19688086316485923,0.015998420625,True
mp-558689,Ba2PrIrO6,Tier 2 (Exotic),0.19747299,0.19685132493947172,0.001049366500012,True
mp-983123,HfMgAu2,Tier 1 (Standard),0.1967923,0.19679230451583862,0.0,True
mp-982772,Pm2PtAu,Tier 2 (Exotic),0.19678882,0.19678881764411926,0.0,True
mp-1104493,TbZn12,Tier 2 (Exotic),0.1967851,0.196785107254982,0.0,True
mp-1212359,Ho2(Al3Pd)3,Tier 2 (Exotic),0.19892156,0.1967763614925162,0.00359471632143,True
mp-1017543,ZrPd3,Tier 1 (Standard),0.2127684,0.19674351623159736,0.025105371249999,True
mp-753366,Li2CoCuO4,Tier 1 (Standard),0.22442502,0.19672336571077206,0.041144628749996,True
mp-1078089,Pd3(PbSe)2,Tier 1 (Standard),0.1971334,0.19671901597729155,0.000700694732142,True
mp-1227574,Ca4Cd3Au5,Tier 1 (Standard),0.19663344,0.196633443236351,0.0,True
mp-12003,Al9Ir2,Tier 1 (Standard),0.19660498,0.19660498201847076,0.0,True
mp-28116,TiCl2,Tier 1 (Standard),0.22544706,0.1965935442876962,0.042661182569444,True
mp-862602,ScAlCo2,Tier 1 (Standard),0.19658619,0.19658619165420532,0.0,True
mp-1223036,LaB4(IrOs)2,Tier 2 (Exotic),0.19656242,0.19656242430210114,0.0,True
mp-982,TmPd3,Tier 2 (Exotic),0.19655327,0.1965532749891281,0.0,True
mp-20723,Ca2PbAu2,Tier 1 (Standard),0.19653893,0.19653892517089844,0.0,True
mp-1200538,Tb2B6Os,Tier 2 (Exotic),0.19646306,0.19646306335926056,0.0,True
mp-1188512,Ga7Pt3,Tier 1 (Standard),0.19646052,0.1964605152606964,0.0,True
mp-1209892,Nd(FeAs3)4,Tier 2 (Exotic),0.1964589,0.19645890593528748,0.0,True
mp-1099862,BaSr7Fe6(CoO10)2,Tier 1 (Standard),0.21231022,0.1964349085096705,0.02492471614578,True
mp-1217580,Th14Au51,Tier 4 (Extreme),0.19642699,0.19642698764801025,0.0,True
mp-1207724,Y2Si3Rh,Tier 1 (Standard),0.20001139,0.19642486577201673,0.005977195833333,True
mp-1105734,Ho2Co7,Tier 2 (Exotic),0.22778358,0.19640733019984924,0.045915288030302,True
mp-18583,Ti4Si7Ni4,Tier 1 (Standard),0.19637541,0.19637541472911835,0.0,True
mp-3958,Er(SiOs)2,Tier 2 (Exotic),0.19632463,0.19632463157176971,0.0,True
mp-1221789,Mn3CrAs4,Tier 1 (Standard),0.19703536,0.19631495883758043,0.0012187296875,True
mp-1189784,Ho(BRh)4,Tier 2 (Exotic),0.20424391,0.1962578373972732,0.013033559999998,True
mp-2294,Al3Ir,Tier 1 (Standard),0.19625543,0.19625543057918549,0.0,True
mp-1077378,CsMnP,Tier 1 (Standard),0.224139,0.1962130914126053,0.041530646781608,True
mp-1340758,YCuO3,Tier 1 (Standard),0.21099158,0.19620116167186136,0.023366516806816,True
mp-22729,La3(GePd)4,Tier 2 (Exotic),0.19613577,0.1961357742547989,0.0,True
mp-1410970,Ti2ZnS4,Tier 1 (Standard),0.22968408,0.19611449783321075,0.048718492142856,True
mp-3182,Th3B2C3,Tier 4 (Extreme),0.19707462,0.19610890465951492,0.001633420624997,True
mp-1225866,Cu2GeSe3,Tier 1 (Standard),0.2002971,0.19607025962171076,0.007034288333331,True
mp-2524,NdGa2,Tier 2 (Exotic),0.19605735,0.19605734944343567,0.0,True
mp-573995,Ho(CoB)2,Tier 2 (Exotic),0.19600956,0.196009561419487,0.0,True
mp-16249,Th(GeAu)2,Tier 4 (Extreme),0.2226438,0.19599804039282942,0.039892948764703,True
mp-862715,Al2PdRu,Tier 1 (Standard),0.19599575,0.1959957480430603,0.0,True
mp-4346,SrRuO3,Tier 1 (Standard),0.22372657,0.1959806738417174,0.041338998000001,True
mp-17935,Nd2(ZnGe2)3,Tier 2 (Exotic),0.2029354,0.19594649153742183,0.011479689545444,True
mp-1222756,Li(TmGe2)2,Tier 2 (Exotic),0.21304229,0.19594245083184963,0.026754998214284,True
mp-865125,MgGaRh2,Tier 1 (Standard),0.19591324,0.19591324031352997,0.0,True
mp-568959,La4As3,Tier 2 (Exotic),0.22269571,0.19588997316710408,0.040123112857141,True
mp-1188434,Y5Tl3,Tier 1 (Standard),0.19585925,0.19585925340652466,0.0,True
mp-978989,Tc7B3,Tier 1 (Standard),0.19565955,0.1956595480442047,0.0,True
mp-1225385,Dy5Sc5(Si5Ir2)4,Tier 2 (Exotic),0.20445582,0.19564561674237993,0.014363666842106,True
mp-1217686,Tb2Al3Co,Tier 2 (Exotic),0.22096811,0.19560966869942809,0.038253549166666,True
mp-15846,Lu5SbPd2,Tier 2 (Exotic),0.19559774,0.19559773802757263,0.0,True
mp-971920,TmMg3,Tier 2 (Exotic),0.20127007,0.1955695573164821,0.00944090732143,True
mp-1025318,Co(NiSe2)2,Tier 1 (Standard),0.21528913,0.19549898962673767,0.030641183333331,True
mp-1290975,Ba2YMn3O7,Tier 1 (Standard),0.22569467,0.19549417975561262,0.044603758028854,True
mp-867107,BeSiOs2,Tier 1 (Standard),0.19548886,0.1954888552427292,0.0,True
mp-2903350,Ba(FeAs)2,Tier 1 (Standard),0.19548628,0.19548627734184265,0.0,True
mp-1216765,V2Co9W,Tier 3 (Refractory),0.20017439,0.19545458355543416,0.007859493055551,True
mp-1238852,TiCrAgS4,Tier 1 (Standard),0.1979993,0.1954313651024983,0.004323135634916,True
mp-1080572,NdCoGe2,Tier 2 (Exotic),0.19539717,0.19539716839790344,0.0,True
mp-1173476,Sr18Fe6Ru3O34,Tier 1 (Standard),0.21497399,0.19538435794173162,0.030375191836064,True
mp-26795,LiCu5P3O13,Tier 1 (Standard),0.21867229,0.19532996835222077,0.035581892954549,True
mp-1222074,Mn2In2Se5,Tier 1 (Standard),0.19968638,0.19532896864223376,0.00727375537037,True
mp-1105740,Dy(BRh)4,Tier 2 (Exotic),0.20340446,0.19527802650651527,0.013317357962979,True
mp-1199456,La5P12Ru19,Tier 2 (Exotic),0.19526817,0.1952681690454483,0.0,True
mp-1018709,Hf2GaSb3,Tier 1 (Standard),0.19526039,0.19526039063930511,0.0,True
mp-568280,Ba(NiAs)2,Tier 1 (Standard),0.195173,0.1951729953289032,0.0,True
mp-1206055,NdSi2Ag,Tier 2 (Exotic),0.1951644,0.19516439735889435,0.0,True
mp-1208267,Ti5CoSb3,Tier 1 (Standard),0.22289751,0.19515636540068954,0.041485656666662,True
mp-1208613,Ta10Si2MoSe8,Tier 3 (Refractory),0.20021929,0.195117288893773,0.008494019421767,True
mp-1094998,CaMg,Tier 1 (Standard),0.2102795,0.19505162286230587,0.024139097499999,True
mp-1207042,Er2GaNi2,Tier 2 (Exotic),0.19498585,0.19498585164546967,0.0,True
mp-4664,MnGeRh2,Tier 1 (Standard),0.19493528,0.19493527710437775,0.0,True
mp-1184684,HfGeRu2,Tier 1 (Standard),0.19493525,0.19493524730205536,0.0,True
mp-1198692,Ti5Ge4,Tier 1 (Standard),0.19492885,0.1949288547039032,0.0,True
mp-30757,La5Sn4,Tier 2 (Exotic),0.19489975,0.1948997527360916,0.0,True
mp-1079093,TmSiAg,Tier 2 (Exotic),0.1948799,0.1948799043893814,0.0,True
mp-866287,DySnAu2,Tier 2 (Exotic),0.19486988,0.19486987590789795,0.0,True
mp-1221751,MnFeSn4,Tier 1 (Standard),0.20749325,0.19484472220774982,0.020319574511495,True
mp-29972,Nd2P3Au,Tier 2 (Exotic),0.2148586,0.19484163020205342,0.031054494528082,True
mp-1210333,NaMg2(SO4)3,Tier 1 (Standard),0.19478163,0.19478163123130798,0.0,True
mp-1189510,Zr5Sn3S,Tier 1 (Standard),0.194762,0.19476200640201569,0.0,True
mp-1220352,Nd2Si3Ag,Tier 2 (Exotic),0.19474661,0.19474661350250244,0.0,True
mp-1223908,Hf2Ga3Cu,Tier 1 (Standard),0.19474503,0.1947450339794159,0.0,True
mp-18701,Ba3YRu2O9,Tier 1 (Standard),0.19472541,0.1947254091501236,0.0,True
mp-1215415,Zr3V9Ge10,Tier 1 (Standard),0.20282742,0.19471821549501583,0.0133269426188,True
mp-582983,Ce2Si2O7,Tier 2 (Exotic),0.21715629,0.19471818968847,0.034442322954545,True
mp-1189861,Mn7BiO12,Tier 1 (Standard),0.22203201,0.19471779577560694,0.04100642171873,True
mp-505213,Ba6Na16N,Tier 1 (Standard),0.20669444,0.19469290759649566,0.019354707867316,True
mp-1101855,TmGaNi,Tier 2 (Exotic),0.19468564,0.19468563795089722,0.0,True
mp-1215275,ZrCoNi,Tier 1 (Standard),0.21160452,0.19468193597879946,0.026657566428571,True
mp-13399,Lu(NiGe)2,Tier 2 (Exotic),0.19467673,0.1946767270565033,0.0,True
mp-21523,La(In2Au)2,Tier 2 (Exotic),0.19465905,0.1946590542793274,0.0,True
mp-1217860,Tb2Ga3(Fe7C)2,Tier 2 (Exotic),0.21062034,0.19465107522680097,0.025273387142857,True
mp-929,ZrCo2,Tier 1 (Standard),0.21810739,0.19460451794077496,0.035919415294117,True
mp-20001,SrSnPt,Tier 1 (Standard),0.19459248,0.19459247589111328,0.0,True
mp-1223029,LaThPb6,Tier 4 (Extreme),0.19600509,0.19458504521160608,0.002414981249998,True
mp-571215,Ca2Sb4Pd3,Tier 1 (Standard),0.19457354,0.1945735365152359,0.0,True
mp-2270157,YAsS,Tier 1 (Standard),0.20148472,0.19456283502460214,0.011451471666666,True
mp-1228117,Al4SiPd,Tier 1 (Standard),0.21485922,0.1945437882520568,0.031517427083333,True
mp-1221523,MnZnSe4,Tier 1 (Standard),0.2066474,0.19454091809161092,0.019528398333331,True
mp-1207789,Y5Sb3,Tier 1 (Standard),0.19822705,0.1945243494056382,0.006226359374998,True
mp-977574,HoSbPd2,Tier 2 (Exotic),0.21240887,0.1945075426311592,0.028092561590913,True
mp-541938,Nb6Co16Si7,Tier 3 (Refractory),0.19448948,0.1944894790649414,0.0,True
mp-1194038,Na(GaAu2)2,Tier 1 (Standard),0.20089383,0.19441872963754037,0.010743824999999,True
mp-684710,Cu9S5,Tier 1 (Standard),0.22843476,0.19439586390852345,0.049669751116072,True
mp-12055,LaCd2,Tier 2 (Exotic),0.19435185,0.19435185194015503,0.0,True
mp-1640,Ho2C,Tier 2 (Exotic),0.19431248,0.19431248307228088,0.0,True
mp-8578,Sc3InC,Tier 1 (Standard),0.19426028,0.19426028430461884,0.0,True
mp-1219269,Si(Ni3Se)2,Tier 1 (Standard),0.21267574,0.19425362208311853,0.028873554444445,True
mp-772890,Np(SeO3)2,Tier 4 (Extreme),0.22061574,0.19424591756661067,0.039842769869794,True
mp-1224579,Hf10NiSb5,Tier 1 (Standard),0.20112893,0.19424341704762785,0.011411441093745,True
mp-861725,LiTl2Rh,Tier 1 (Standard),0.19421762,0.19421762228012085,0.0,True
mp-1106092,Sr7Ag3,Tier 1 (Standard),0.20238262,0.1941780747226108,0.013513263899998,True
mp-1227436,Ca2Ga7Au,Tier 1 (Standard),0.19417769,0.19417768716812134,0.0,True
mp-1220686,Nb2CuSe4,Tier 3 (Refractory),0.20970461,0.19416167116832392,0.024706080178571,True
mp-1213109,Dy3(SbPd2)4,Tier 2 (Exotic),0.21045214,0.19415489890630383,0.025813059,True
mp-1190294,Zr5Sn3Se,Tier 1 (Standard),0.194116,0.1941159963607788,0.0,True
mp-1225867,Er4Fe34C3,Tier 2 (Exotic),0.20556587,0.19409521964246015,0.018600121016262,True
mp-607853,Na8In6Au11,Tier 1 (Standard),0.19409356,0.19409355521202087,0.0,True
mp-22267,Y(MnGe)6,Tier 1 (Standard),0.19408461,0.19408461451530457,0.0,True
mp-1215765,YUS2,Tier 4 (Extreme),0.19405445,0.19405445456504822,0.0,True
mp-1235185,LiO8,Tier 1 (Standard),0.19719549,0.1940236760470976,0.005361531111112,True
mp-976380,Nd(NiSb)2,Tier 2 (Exotic),0.19399653,0.19399653375148773,0.0,True
mp-973629,LuAlPd,Tier 2 (Exotic),0.19392514,0.193925142288208,0.0,True
mp-1198601,Tb5Bi3,Tier 2 (Exotic),0.19761543,0.19392390356291506,0.006226784687498,True
mp-1206451,Nd2Co2I,Tier 2 (Exotic),0.19388416,0.19388416409492493,0.0,True
mp-861619,TiZnPt2,Tier 1 (Standard),0.20508115,0.19383159469876016,0.018284721666664,True
mp-1206921,TiAsPd,Tier 1 (Standard),0.20712082,0.19380571598662683,0.021428885222228,True
mp-1219331,ScTi4(NiSn)5,Tier 1 (Standard),0.19816463,0.19379590385796788,0.007348642666666,True
mp-20192,HfMnSi,Tier 1 (Standard),0.19373654,0.19373653829097748,0.0,True
mp-1188855,Sm2Ga2Co5,Tier 2 (Exotic),0.1992932,0.1935906924972008,0.00953787988889,True
mp-1199106,Tm5Pt4,Tier 2 (Exotic),0.19419232,0.19358737348742847,0.001038397777776,True
mp-1220278,Nd4Fe4Co12B3C,Tier 2 (Exotic),0.19918288,0.1935683941894103,0.009395868817827,True
mp-564,TePd,Tier 1 (Standard),0.19355625,0.19355624914169312,0.0,True
mp-1215662,Zr2CrFe3,Tier 1 (Standard),0.21803933,0.19354970748515576,0.037439156666668,True
mp-1600,BaHg11,Tier 1 (Standard),0.20825328,0.19353275913556392,0.02356188618055,True
